所属产品,所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段,关键词
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC134 JuniorBox-工作模式=电池优先,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""6"",
  ""powerLimit"": ""100"",
  ""dischargeDepth"": ""20""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC134,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC135 JuniorBox-工作模式非法,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""9"",
  ""powerLimit"": ""100"",
  ""dischargeDepth"": ""20""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC135,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC136 JuniorBox-放电深度最小值,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3"",
  ""powerLimit"": ""100"",
  ""dischargeDepth"": ""0""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC136,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC137 JuniorBox-放电深度最大值,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3"",
  ""powerLimit"": ""100"",
  ""dischargeDepth"": ""100""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC137,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC138 JuniorBox-放电深度越界,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3"",
  ""powerLimit"": ""100"",
  ""dischargeDepth"": ""101""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC138,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC139 JuniorBox-基础设置缺workMode,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""powerLimit"": ""100"",
  ""dischargeDepth"": ""20""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC139,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC151 JuniorBox-分时功率最小值,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""0"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC151,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC152 JuniorBox-分时功率最大值,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""800"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC152,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC153 JuniorBox-分时功率越界,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""801"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC153,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC154 JuniorBox-分组号越界,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 5,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC154,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC155 JuniorBox-分组状态非法,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""2"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC155,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC156 JuniorBox-分组模式非法,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""2"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC156,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC157 JuniorBox-分时设置缺workGroups,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC157,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC158 JuniorBox-分时设置-缺batteryWorkGroup,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC158,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC159 JuniorBox-分时设置-缺state,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC159,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC160 JuniorBox-分时设置-缺power,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC160,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC161 JuniorBox-分时设置-缺startTime,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC161,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC162 JuniorBox-分时设置-缺endTime,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC162,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC163 JuniorBox-基础设置下发-缺powerLimit,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3"",
  ""dischargeDepth"": ""20""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC163,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC164 JuniorBox-基础设置下发-缺dischargeDepth,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3"",
  ""powerLimit"": ""100""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC164,设备参数配置/安规国家设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC165 JuniorBox-分时设置-week=工作日,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC165,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC166 JuniorBox-分时设置-week=周末,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""5,6""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC166,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC167 JuniorBox-分时设置-week=全部,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""mode"": ""0"",
      ""startTime"": ""08:00"",
      ""endTime"": ""18:00"",
      ""power"": ""320"",
      ""week"": ""0,1,2,3,4,5,6""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC167,设备参数配置/工作模式设置,JuniorBox"
Dyness API,Dyness Open API/电站中心/设备管理,TC181 JuniorBox-设备信息-deviceSn含特殊字符,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""!@#$%^&*""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC181,电站中心/设备管理,JuniorBox"
Dyness API,Dyness Open API/电站中心/设备管理,TC182 JuniorBox-设备信息-deviceSn超长字符串,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC182,电站中心/设备管理,JuniorBox"
Dyness API,Dyness Open API/电站中心/设备管理,TC183 JuniorBox-设备信息-deviceSn含中文,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""设备SN001""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC183,电站中心/设备管理,JuniorBox"
Dyness API,Dyness Open API/电站中心/设备管理,TC184 JuniorBox-设备信息-deviceSn为数组,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": [
    ""SN001"",
    ""SN002""
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC184,电站中心/设备管理,JuniorBox"
Dyness API,Dyness Open API/电站中心/设备管理,TC001 低压电池-设备信息查询,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC001,电站中心/设备管理,低压电池"
Dyness API,Dyness Open API/电站中心/数据查询,TC002 低压电池-实时运行数据,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC002,电站中心/数据查询,低压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC003 低压电池-故障信息查询,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 200
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC003,电站中心/告警管理,低压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC004 低压电池-并机信息查询,已获取访问凭证,"1. 调用 POST /v2/GetParallelInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC004,电站中心/设备管理,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC005 低压电池-电池加热查询,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC005,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC006 低压电池-电池加热下发,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC006,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC101 低压电池-设备信息-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC101,电站中心/设备管理,低压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC102 低压电池-设备信息-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC102,电站中心/设备管理,低压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC103 低压电池-设备信息-缺deviceSn,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：(空)","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC103,电站中心/设备管理,低压电池"
Dyness API,Dyness Open API/电站中心/数据查询,TC104 低压电池-实时数据-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC104,电站中心/数据查询,低压电池"
Dyness API,Dyness Open API/电站中心/数据查询,TC105 低压电池-实时数据-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC105,电站中心/数据查询,低压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC106 低压电池-故障信息-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC106,电站中心/告警管理,低压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC107 低压电池-并机信息-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetParallelInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC107,电站中心/设备管理,低压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC108 低压电池-并机信息-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetParallelInfBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC108,电站中心/设备管理,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC109 低压电池-电池加热查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC109,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC110 低压电池-电池加热下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC110,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC111 低压电池-电池加热下发-缺deviceSn,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC111,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC121 低压电池-故障信息-pageSize越界,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 201
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC121,电站中心/告警管理,低压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC122 低压电池-故障信息-pageSize为0,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 0
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC122,电站中心/告警管理,低压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC123 低压电池-故障信息-pageSize非数字,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": ""abc""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC123,电站中心/告警管理,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC131 低压电池-加热开关=关,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""0"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC131,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC132 低压电池-加热开关=开,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC132,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC133 低压电池-加热开关非法,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""2"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC133,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC134 低压电池-温度下限最小值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC134,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC135 低压电池-温度下限最大值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""15"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC135,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC136 低压电池-温度下限越界小,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""9"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC136,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC137 低压电池-温度下限越界大,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""16"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC137,设备参数配置/电池参数设置,低压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC138 低压电池-温度上限最小值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""15"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC138,设备参数配置/电池参数设置,低压电池"
